customer_id,full_name,national_id,age,employment_status,income_monthly,credit_score
10561,Customer 560,9953995721V,38,government,138188,697
10562,Customer 561,9344378798V,56,government,173833,706
10563,Customer 562,9339362341V,44,business,166889,660
10564,Customer 563,9125409494V,32,employed,90123,606
10565,Customer 564,9808705238V,47,student,44852,500
10566,Customer 565,9307371533V,31,employed,111315,647
10567,Customer 566,9527849588V,18,employed,141061,619
10568,Customer 567,9452468587V,25,contract,70904,623
10569,Customer 568,9399147754V,18,student,20253,630
10570,Customer 569,9174539964V,31,employed,123367,655
10571,Customer 570,9930353157V,35,employed,120513,693
10572,Customer 571,9399708182V,52,employed,139193,650
10573,Customer 572,9477040284V,38,employed,109254,833
10574,Customer 573,9788785773V,33,employed,46546,770
10575,Customer 574,9646970178V,43,employed,102689,665
10576,Customer 575,9529151399V,18,self,139691,676
10577,Customer 576,9829627019V,37,student,25539,500
10578,Customer 577,9675757257V,43,government,132608,687
10579,Customer 578,9455569462V,20,business,238910,634
10580,Customer 579,9129635852V,46,employed,91521,725
10581,Customer 580,9223847257V,38,unemployed,10000,504
10582,Customer 581,9380477683V,31,retired,56787,789
10583,Customer 582,9291735734V,41,retired,50317,686
10584,Customer 583,9723403479V,58,retired,40675,638
10585,Customer 584,9385042337V,37,contract,82985,642
10586,Customer 585,9141078352V,37,government,154745,744
10587,Customer 586,9216396351V,30,employed,119628,711
10588,Customer 587,9740563507V,27,government,149209,709
10589,Customer 588,9566609283V,43,student,57201,633
10590,Customer 589,9471178705V,26,student,24857,629
10591,Customer 590,9882269302V,36,self,113917,709
10592,Customer 591,9944420824V,30,employed,99631,663
10593,Customer 592,9436808455V,40,employed,86146,663
10594,Customer 593,9568574364V,38,contract,66604,628
10595,Customer 594,9750911797V,45,government,125637,670
10596,Customer 595,9649136331V,30,government,150784,706
10597,Customer 596,9224173718V,32,employed,213963,680
10598,Customer 597,9513600440V,25,employed,91358,779
10599,Customer 598,9719106699V,31,contract,73335,610
10600,Customer 599,9304095531V,39,business,154950,611
10601,Customer 600,9373506211V,43,retired,67916,729
10602,Customer 601,9147659674V,26,self,113178,664
10603,Customer 602,9861052404V,44,business,262728,629
10604,Customer 603,9568213197V,49,employed,22944,727
10605,Customer 604,9101815992V,39,student,10000,563
10606,Customer 605,9658260221V,54,employed,100165,771
10607,Customer 606,9965984448V,27,employed,163892,623
10608,Customer 607,9678158427V,23,business,34748,635
10609,Customer 608,9837507241V,18,contract,10000,648
10610,Customer 609,9872482077V,50,employed,142847,761
10611,Customer 610,9896662826V,42,retired,64873,647
10612,Customer 611,9891388192V,34,employed,76392,703
10613,Customer 612,9820081872V,38,employed,80578,610
10614,Customer 613,9311564862V,24,employed,81210,735
10615,Customer 614,9491079829V,59,employed,124421,641
10616,Customer 615,9563102056V,36,self,68684,697
10617,Customer 616,9175133802V,36,employed,139763,720
10618,Customer 617,9813219781V,42,self,10000,551
10619,Customer 618,9454549587V,40,contract,55726,653
10620,Customer 619,9769108025V,37,employed,74958,650
10621,Customer 620,9437064353V,27,retired,54873,720
10622,Customer 621,9812306873V,40,employed,98478,628
10623,Customer 622,9233815413V,54,business,223828,635
10624,Customer 623,9872830248V,48,employed,45627,752
10625,Customer 624,9422468580V,51,employed,121820,747
10626,Customer 625,9644518647V,30,employed,142333,620
10627,Customer 626,9432091877V,25,employed,194266,788
10628,Customer 627,9816070802V,34,employed,100729,525
10629,Customer 628,9538508549V,36,business,185957,683
10630,Customer 629,9450236225V,46,contract,17845,563
10631,Customer 630,9532074125V,18,retired,12161,712
10632,Customer 631,9848621833V,50,business,227582,654
10633,Customer 632,9417457352V,33,employed,119778,619
10634,Customer 633,9695295870V,31,employed,167141,636
10635,Customer 634,9236674237V,25,employed,65064,633
10636,Customer 635,9305986733V,18,employed,140796,685
10637,Customer 636,9551450815V,43,self,193441,718
10638,Customer 637,9813962536V,36,government,152591,818
10639,Customer 638,9507104143V,22,employed,131063,670
10640,Customer 639,9827264603V,22,employed,120342,698
10641,Customer 640,9903303363V,32,retired,28582,761
10642,Customer 641,9286860433V,52,retired,87111,663
10643,Customer 642,9760904107V,32,employed,95566,633
10644,Customer 643,9711072118V,20,contract,110179,757
10645,Customer 644,9423142470V,33,unemployed,10000,549
10646,Customer 645,9536019893V,32,employed,72822,693
10647,Customer 646,9688343096V,18,employed,177403,584
10648,Customer 647,9995205588V,34,self,82635,629
10649,Customer 648,9100435874V,33,contract,148131,753
10650,Customer 649,9426283245V,42,contract,86871,668
10651,Customer 650,9408071259V,53,employed,46324,678
10652,Customer 651,9325681936V,46,employed,155683,764
10653,Customer 652,9561588882V,32,government,122303,601
10654,Customer 653,9943702118V,24,self,134934,635
10655,Customer 654,9722753913V,61,employed,121008,816
10656,Customer 655,9751397897V,36,contract,28275,637
10657,Customer 656,9802984810V,35,business,173144,667
10658,Customer 657,9446012478V,35,retired,103924,761
10659,Customer 658,9599277266V,37,contract,109719,715
10660,Customer 659,9574364121V,34,student,29137,502
10661,Customer 660,9574765466V,29,employed,163014,706
10662,Customer 661,9825449223V,30,government,146320,805
10663,Customer 662,9329460134V,35,employed,128381,641
10664,Customer 663,9648868899V,30,business,72670,648
10665,Customer 664,9608079792V,28,employed,129354,682
10666,Customer 665,9952266893V,36,business,242835,712
10667,Customer 666,9954725078V,32,employed,86558,594
10668,Customer 667,9890232588V,50,employed,176980,493
10669,Customer 668,9282204745V,18,employed,116332,693
10670,Customer 669,9807435606V,46,employed,84489,750
10671,Customer 670,9191048514V,47,student,44964,561
10672,Customer 671,9404713332V,18,student,25698,543
10673,Customer 672,9653462378V,32,self,137976,650
10674,Customer 673,9812807629V,31,employed,108330,776
10675,Customer 674,9779615069V,21,employed,117607,640
10676,Customer 675,9764926227V,27,employed,139742,714
10677,Customer 676,9459905654V,24,employed,131636,611
10678,Customer 677,9200273738V,53,contract,10179,574
10679,Customer 678,9978775497V,44,employed,75150,731
10680,Customer 679,9906528433V,48,employed,157176,778
10681,Customer 680,9352188235V,42,employed,114715,733
10682,Customer 681,9822408848V,24,employed,99051,557
10683,Customer 682,9433310361V,30,self,32071,635
10684,Customer 683,9341206079V,40,government,107608,714
10685,Customer 684,9966040317V,23,employed,39128,684
10686,Customer 685,9313814138V,42,employed,115949,565
10687,Customer 686,9258220114V,33,employed,96062,602
10688,Customer 687,9126226563V,31,employed,81336,632
10689,Customer 688,9149621604V,42,employed,117275,676
10690,Customer 689,9362897676V,39,unemployed,23640,444
10691,Customer 690,9610173760V,31,government,202796,736
10692,Customer 691,9756350429V,47,government,94643,694
10693,Customer 692,9925159146V,24,employed,166375,617
10694,Customer 693,9178198716V,41,employed,158924,692
10695,Customer 694,9588999385V,41,government,116627,614
10696,Customer 695,9545002643V,32,business,176259,667
10697,Customer 696,9776205431V,38,student,23136,472
10698,Customer 697,9718121922V,22,employed,127428,581
10699,Customer 698,9308773243V,44,self,175457,633
10700,Customer 699,9871318048V,33,employed,144224,637
10701,Customer 700,9847704681V,30,contract,110344,663
10702,Customer 701,9512293741V,45,business,125575,669
10703,Customer 702,9630833445V,28,government,95478,826
10704,Customer 703,9529123992V,21,employed,111661,664
10705,Customer 704,9361976301V,19,government,176198,502
10706,Customer 705,9258453521V,41,employed,58913,558
10707,Customer 706,9804436922V,22,employed,77796,608
10708,Customer 707,9838328947V,53,employed,125051,850
10709,Customer 708,9105953697V,18,business,81228,668
10710,Customer 709,9906341966V,52,employed,88299,747
10711,Customer 710,9926830795V,37,employed,103056,740
10712,Customer 711,9214447237V,34,contract,35375,564
10713,Customer 712,9935822550V,30,employed,81035,572
10714,Customer 713,9556497252V,39,self,135171,699
10715,Customer 714,9334978881V,35,employed,67705,547
10716,Customer 715,9288856883V,46,employed,56085,739
10717,Customer 716,9963406382V,36,retired,47400,683
10718,Customer 717,9847229579V,37,employed,149278,717
10719,Customer 718,9656152900V,31,self,90154,678
10720,Customer 719,9598806645V,34,government,126063,721
10721,Customer 720,9153921577V,38,government,141331,706
10722,Customer 721,9698509918V,18,business,20343,687
10723,Customer 722,9367574609V,22,employed,139788,683
10724,Customer 723,9230307805V,42,employed,135337,597
10725,Customer 724,9590122159V,37,student,23860,556
10726,Customer 725,9243171768V,33,government,170178,830
10727,Customer 726,9960514523V,35,retired,37450,709
10728,Customer 727,9598906879V,38,retired,82558,759
10729,Customer 728,9816806128V,30,retired,63090,631
10730,Customer 729,9670298515V,27,self,83172,600
10731,Customer 730,9700141462V,37,employed,119205,608
10732,Customer 731,9739362057V,25,retired,57855,610
10733,Customer 732,9440696084V,39,self,161014,563
10734,Customer 733,9910943524V,18,employed,76933,694
10735,Customer 734,9575209597V,45,contract,59499,619
10736,Customer 735,9757830420V,40,contract,131452,693
10737,Customer 736,9975106572V,38,self,70223,641
10738,Customer 737,9872314530V,45,employed,156021,536
10739,Customer 738,9642001424V,52,employed,187977,707
10740,Customer 739,9558209399V,45,retired,51964,568
10741,Customer 740,9991816852V,18,contract,117254,653
10742,Customer 741,9688273030V,22,employed,73852,634
10743,Customer 742,9578796089V,29,employed,150189,694
10744,Customer 743,9270894498V,35,contract,97977,553
10745,Customer 744,9898493949V,40,employed,138922,727
10746,Customer 745,9609677794V,28,government,120633,702
10747,Customer 746,9583258726V,37,unemployed,10000,539
10748,Customer 747,9378304807V,27,employed,140130,578
10749,Customer 748,9907214179V,29,business,10000,779
10750,Customer 749,9365471644V,21,employed,107306,626
10751,Customer 750,9784683755V,26,employed,157647,696
10752,Customer 751,9397760792V,21,retired,63838,633
10753,Customer 752,9922286180V,25,employed,197934,850
10754,Customer 753,9935021998V,46,unemployed,30251,569
10755,Customer 754,9659741412V,26,government,120383,663
10756,Customer 755,9620332086V,61,employed,121093,716
10757,Customer 756,9772966010V,40,employed,118105,725
10758,Customer 757,9356888294V,37,employed,56713,704
10759,Customer 758,9394846763V,26,employed,82384,661
10760,Customer 759,9572309605V,42,employed,97570,706
10761,Customer 760,9183197117V,29,employed,38551,671
10762,Customer 761,9866162966V,36,self,102375,658
10763,Customer 762,9406798268V,61,student,26264,533
10764,Customer 763,9351785565V,34,business,26168,582
10765,Customer 764,9391751878V,46,student,36063,614
10766,Customer 765,9460613550V,28,employed,148635,716
10767,Customer 766,9443285529V,35,employed,129081,758
10768,Customer 767,9679984033V,53,business,134075,673
10769,Customer 768,9186519602V,29,self,129572,647
10770,Customer 769,9248578017V,53,employed,147209,595
10771,Customer 770,9261953189V,42,retired,66148,688
10772,Customer 771,9348315126V,29,retired,43508,712
10773,Customer 772,9511281012V,41,government,148298,591
10774,Customer 773,9845122940V,45,employed,167819,744
10775,Customer 774,9264073400V,41,retired,48067,647
10776,Customer 775,9858511779V,19,government,202938,688
10777,Customer 776,9329730155V,28,retired,49487,726
10778,Customer 777,9168965204V,33,retired,60648,690
10779,Customer 778,9545461013V,34,retired,46550,774
10780,Customer 779,9537656494V,41,self,111164,698
10781,Customer 780,9455281184V,37,employed,50311,671
10782,Customer 781,9682624278V,22,business,116317,483
10783,Customer 782,9600282414V,39,government,107236,760
10784,Customer 783,9546434187V,41,student,32030,509
10785,Customer 784,9166857303V,41,employed,159778,731
10786,Customer 785,9322086735V,46,employed,145840,709
10787,Customer 786,9994310083V,43,contract,10000,628
10788,Customer 787,9551125671V,40,student,60631,637
10789,Customer 788,9518197538V,34,contract,101811,671
10790,Customer 789,9926561919V,18,retired,44470,710
10791,Customer 790,9727150493V,39,government,144714,597
10792,Customer 791,9846812123V,37,business,174095,672
10793,Customer 792,9120972273V,38,contract,63326,565
10794,Customer 793,9922050912V,22,government,145938,634
10795,Customer 794,9718142807V,24,business,111402,648
10796,Customer 795,9508431021V,46,employed,103826,768
10797,Customer 796,9612153089V,35,self,65686,682
10798,Customer 797,9106330865V,42,student,10000,606
10799,Customer 798,9477698143V,35,employed,125833,726
10800,Customer 799,9420632895V,35,employed,143412,628
10801,Customer 800,9909037759V,44,employed,140595,585
10802,Customer 801,9518744974V,30,employed,152797,575
10803,Customer 802,9997356828V,36,employed,132974,694
10804,Customer 803,9549920675V,30,employed,98691,739
10805,Customer 804,9677909930V,31,contract,123587,695
10806,Customer 805,9902638839V,32,self,32124,610
10807,Customer 806,9888807316V,37,employed,83973,761
10808,Customer 807,9686405096V,30,employed,81432,803
10809,Customer 808,9958851904V,48,business,246404,706
10810,Customer 809,9747737533V,26,employed,157712,769
10811,Customer 810,9336801619V,33,retired,69746,742
10812,Customer 811,9624232414V,31,business,245754,656
10813,Customer 812,9335602191V,49,retired,42414,650
10814,Customer 813,9393062061V,37,employed,133944,583
10815,Customer 814,9567975319V,45,business,149986,643
10816,Customer 815,9621454127V,20,employed,153875,666
10817,Customer 816,9131165166V,38,contract,85391,627
10818,Customer 817,9517532243V,44,business,129205,663
10819,Customer 818,9460916347V,36,employed,141636,542
10820,Customer 819,9818197581V,46,employed,155047,727
10821,Customer 820,9829223044V,30,employed,93266,734
10822,Customer 821,9956998797V,49,business,155114,692
10823,Customer 822,9534131719V,58,employed,77662,610
10824,Customer 823,9877583839V,31,government,65058,722
10825,Customer 824,9277215428V,31,employed,128018,681
10826,Customer 825,9601856351V,50,business,208712,698
10827,Customer 826,9237039296V,51,retired,65241,783
10828,Customer 827,9768143326V,30,retired,21009,679
10829,Customer 828,9673510887V,31,retired,52983,701
10830,Customer 829,9128955006V,32,employed,31266,628
10831,Customer 830,9523076025V,22,employed,174788,735
10832,Customer 831,9735540030V,26,business,73116,712
10833,Customer 832,9706011277V,25,employed,170216,693
10834,Customer 833,9811890569V,27,employed,157835,617
10835,Customer 834,9129100607V,35,employed,83976,639
10836,Customer 835,9190137896V,37,employed,74689,570
10837,Customer 836,9790147183V,51,employed,134015,638
10838,Customer 837,9560219456V,25,contract,56227,683
10839,Customer 838,9245706210V,45,employed,124099,704
10840,Customer 839,9595744935V,33,government,125515,710
10841,Customer 840,9295130056V,35,employed,48754,769
10842,Customer 841,9153992714V,42,business,10000,688
10843,Customer 842,9379340713V,24,employed,129067,645
10844,Customer 843,9507059676V,39,contract,67538,598
10845,Customer 844,9451492250V,37,contract,67876,626
10846,Customer 845,9327268503V,40,employed,147835,653
10847,Customer 846,9588229686V,38,contract,136938,697
10848,Customer 847,9450948014V,60,unemployed,17275,585
10849,Customer 848,9462388455V,29,retired,53188,671
10850,Customer 849,9917364173V,30,retired,70003,673
10851,Customer 850,9507083673V,29,employed,65723,722
10852,Customer 851,9398775766V,29,government,146695,761
10853,Customer 852,9907464398V,29,employed,142075,569
10854,Customer 853,9993271900V,47,employed,147209,670
10855,Customer 854,9552651788V,49,unemployed,10000,565
10856,Customer 855,9370874491V,29,employed,89546,713
10857,Customer 856,9996478772V,27,student,16826,587
10858,Customer 857,9187946147V,40,retired,61998,714
10859,Customer 858,9604988121V,29,contract,109230,626
10860,Customer 859,9120812641V,41,unemployed,34967,512
10861,Customer 860,9904258674V,37,employed,100201,727
10862,Customer 861,9679196799V,20,employed,100097,729
10863,Customer 862,9155926488V,50,employed,165987,719
10864,Customer 863,9475767056V,53,employed,131863,730
10865,Customer 864,9340756713V,29,employed,170706,622
10866,Customer 865,9798086909V,31,employed,131549,650
10867,Customer 866,9173678414V,38,retired,36858,757
10868,Customer 867,9938842599V,38,government,100006,721
10869,Customer 868,9799816232V,42,employed,57940,683
10870,Customer 869,9143226844V,55,business,212964,655
10871,Customer 870,9909851739V,33,employed,167544,756
10872,Customer 871,9133318206V,27,employed,193974,574
10873,Customer 872,9365518424V,21,retired,76862,708
10874,Customer 873,9314061901V,28,government,174885,696
10875,Customer 874,9121882877V,35,retired,48400,615
10876,Customer 875,9767154083V,53,employed,73743,777
10877,Customer 876,9263619298V,30,retired,77002,529
10878,Customer 877,9356135680V,37,government,152530,707
10879,Customer 878,9235528741V,35,government,143223,732
10880,Customer 879,9608482316V,47,government,151621,641
10881,Customer 880,9818825964V,60,contract,102927,657
10882,Customer 881,9222824732V,30,government,178515,687
10883,Customer 882,9705557720V,30,government,178850,759
10884,Customer 883,9334037646V,45,unemployed,25442,771
10885,Customer 884,9599326438V,42,retired,76916,710
10886,Customer 885,9851044796V,53,employed,140563,716
10887,Customer 886,9375139575V,41,student,23082,521
10888,Customer 887,9923450567V,31,employed,150263,693
10889,Customer 888,9496098177V,41,employed,64220,658
10890,Customer 889,9280162221V,46,government,171617,747
10891,Customer 890,9750572325V,43,contract,42219,554
10892,Customer 891,9752027025V,40,contract,101432,576
10893,Customer 892,9903079055V,46,employed,86194,751
10894,Customer 893,9871330207V,47,self,127669,673
10895,Customer 894,9222978730V,49,employed,118643,759
10896,Customer 895,9935147672V,41,unemployed,10000,582
10897,Customer 896,9979717936V,33,unemployed,24207,591
10898,Customer 897,9275842194V,36,business,113766,651
10899,Customer 898,9433975497V,47,retired,77623,678
10900,Customer 899,9216070149V,27,student,30020,638
10901,Customer 900,9721358005V,39,government,151863,691
10902,Customer 901,9127571992V,31,employed,81697,751
10903,Customer 902,9434961542V,35,self,70533,653
10904,Customer 903,9718257024V,48,business,123309,599
10905,Customer 904,9827296111V,37,business,228536,594
10906,Customer 905,9502982778V,35,employed,187095,670
10907,Customer 906,9525904456V,21,contract,57793,695
10908,Customer 907,9867741192V,42,employed,163074,640
10909,Customer 908,9312954978V,41,self,10000,704
10910,Customer 909,9181600593V,57,business,64465,676
10911,Customer 910,9735760237V,32,business,83298,706
10912,Customer 911,9841541582V,37,business,51799,653
10913,Customer 912,9991819497V,37,employed,56656,691
10914,Customer 913,9773496394V,51,employed,136520,736
10915,Customer 914,9360757540V,34,business,142875,669
10916,Customer 915,9209415691V,38,government,151382,669
10917,Customer 916,9848605284V,41,employed,147619,571
10918,Customer 917,9929445037V,37,student,33984,612
10919,Customer 918,9423821937V,31,self,132888,614
10920,Customer 919,9834717549V,37,business,154437,639
10921,Customer 920,9744687060V,46,retired,36260,626
10922,Customer 921,9964929067V,25,employed,162313,666
10923,Customer 922,9229981882V,36,employed,96436,806
10924,Customer 923,9954942461V,28,retired,41288,711
10925,Customer 924,9707665448V,47,government,134662,661
10926,Customer 925,9940348305V,20,business,86975,643
10927,Customer 926,9144097647V,29,retired,51651,604
10928,Customer 927,9472807202V,39,retired,66881,622
10929,Customer 928,9672030854V,51,unemployed,23483,483
10930,Customer 929,9559967386V,34,government,113065,716
10931,Customer 930,9810303128V,29,self,75615,687
10932,Customer 931,9497897455V,54,employed,162973,685
10933,Customer 932,9174041730V,21,employed,139856,702
10934,Customer 933,9643271261V,18,government,202252,654
10935,Customer 934,9795294275V,39,employed,167205,611
10936,Customer 935,9466394187V,30,contract,135772,571
10937,Customer 936,9113585139V,25,government,98364,628
10938,Customer 937,9551034639V,42,government,162916,722
10939,Customer 938,9982971099V,37,employed,117876,801
10940,Customer 939,9626350075V,29,employed,97961,617
10941,Customer 940,9213321496V,22,employed,126721,659
10942,Customer 941,9565492204V,44,employed,157808,692
10943,Customer 942,9488896443V,42,employed,140033,663
10944,Customer 943,9782454310V,34,government,113646,720
10945,Customer 944,9989817696V,53,contract,119698,605
10946,Customer 945,9593641365V,24,contract,64496,599
10947,Customer 946,9859466878V,20,business,177335,659
10948,Customer 947,9264272995V,28,employed,107866,700
10949,Customer 948,9567600762V,35,contract,81245,717
10950,Customer 949,9289125618V,37,contract,120650,663
10951,Customer 950,9887906704V,33,employed,78392,665
10952,Customer 951,9660221300V,39,student,59178,630
10953,Customer 952,9798423334V,22,employed,47157,740
10954,Customer 953,9389998761V,49,retired,48047,672
10955,Customer 954,9761330848V,34,unemployed,23702,551
10956,Customer 955,9967797300V,46,employed,143373,654
10957,Customer 956,9677858758V,38,contract,85981,689
10958,Customer 957,9931764920V,40,government,138278,704
10959,Customer 958,9619151495V,41,unemployed,24106,476
10960,Customer 959,9599154414V,39,self,88447,684
10961,Customer 960,9567694547V,41,retired,87864,779
10962,Customer 961,9986625773V,48,employed,153574,774
10963,Customer 962,9884933416V,37,employed,154913,651
10964,Customer 963,9736164778V,42,employed,81354,638
10965,Customer 964,9388187517V,34,unemployed,19206,674
10966,Customer 965,9446071904V,49,retired,53991,784
10967,Customer 966,9363598427V,28,contract,49776,668
10968,Customer 967,9991990632V,53,contract,104407,537
10969,Customer 968,9193053577V,35,employed,98494,644
10970,Customer 969,9399496923V,21,employed,146216,614
10971,Customer 970,9584044963V,36,employed,77192,789
10972,Customer 971,9361846370V,28,employed,188762,588
10973,Customer 972,9905817775V,43,employed,84147,788
10974,Customer 973,9598976917V,28,self,110965,654
10975,Customer 974,9711871397V,31,employed,151674,608
10976,Customer 975,9755338677V,18,employed,97174,739
10977,Customer 976,9817461907V,30,employed,154099,718
10978,Customer 977,9506936666V,18,employed,70833,604
10979,Customer 978,9461203124V,19,unemployed,34521,558
10980,Customer 979,9130816384V,43,retired,60283,773
10981,Customer 980,9630757561V,43,unemployed,14036,535
10982,Customer 981,9448981305V,39,employed,108033,781
10983,Customer 982,9295249057V,25,employed,152357,635
10984,Customer 983,9623502759V,35,retired,48311,593
10985,Customer 984,9327761953V,35,employed,90026,683
10986,Customer 985,9480990401V,23,employed,111139,592
10987,Customer 986,9956665975V,50,employed,72922,687
10988,Customer 987,9377403790V,44,employed,192822,680
10989,Customer 988,9465436049V,33,employed,97344,634
10990,Customer 989,9400281010V,35,employed,153265,793
10991,Customer 990,9740116562V,37,business,176758,670
10992,Customer 991,9852890318V,18,employed,80619,732
10993,Customer 992,9396641124V,33,employed,119762,736
10994,Customer 993,9696776072V,28,retired,75680,796
10995,Customer 994,9110899674V,25,employed,112470,607
10996,Customer 995,9654724287V,32,employed,167725,575
10997,Customer 996,9305145276V,53,contract,130861,743
10998,Customer 997,9191926217V,41,employed,156757,715
10999,Customer 998,9359154084V,29,employed,101614,688
11000,Customer 999,9873174285V,41,self,46008,652
11001,Customer 1000,9536398872V,49,employed,95456,661
11002,Customer 1001,9624606470V,44,government,145887,752
11003,Customer 1002,9696115913V,36,retired,70916,603
11004,Customer 1003,9914073098V,29,employed,33137,709
11005,Customer 1004,9358045858V,42,government,139757,762
11006,Customer 1005,9841536135V,39,self,107904,705
11007,Customer 1006,9611201082V,44,employed,108898,676
11008,Customer 1007,9793532952V,41,government,178738,700
11009,Customer 1008,9864334960V,45,employed,136871,757
11010,Customer 1009,9627015393V,30,self,165510,695
11011,Customer 1010,9581223755V,48,employed,111362,785
11012,Customer 1011,9951405188V,37,self,146874,555
11013,Customer 1012,9118514813V,56,employed,185403,734
11014,Customer 1013,9199915275V,28,retired,86234,641
11015,Customer 1014,9415933049V,52,employed,76314,676
11016,Customer 1015,9337937327V,37,employed,109853,763
11017,Customer 1016,9534222401V,28,self,82742,600
11018,Customer 1017,9842800803V,30,student,37339,707
11019,Customer 1018,9361246928V,32,government,160591,766
11020,Customer 1019,9428786222V,39,business,92889,705
11021,Customer 1020,9812921644V,40,retired,61357,634
11022,Customer 1021,9724440558V,29,contract,10000,629
11023,Customer 1022,9496232693V,35,employed,177678,658
11024,Customer 1023,9608159580V,56,government,124629,626
11025,Customer 1024,9694287057V,52,retired,61117,756
11026,Customer 1025,9670073085V,39,unemployed,16904,536
11027,Customer 1026,9469106688V,35,contract,135841,629
11028,Customer 1027,9556881239V,36,employed,10000,672
11029,Customer 1028,9900942073V,41,employed,119336,667
11030,Customer 1029,9690975123V,25,self,94709,692
11031,Customer 1030,9455184454V,32,student,23195,543
11032,Customer 1031,9477753674V,18,self,186311,721
11033,Customer 1032,9854684750V,39,self,55634,624
11034,Customer 1033,9587205269V,41,retired,75436,688
11035,Customer 1034,9390894296V,30,employed,134250,602
11036,Customer 1035,9429233929V,51,contract,140461,704
11037,Customer 1036,9369942642V,23,employed,93312,760
11038,Customer 1037,9347538338V,20,employed,90681,723
11039,Customer 1038,9229553265V,37,self,154803,670
11040,Customer 1039,9874473159V,45,retired,68506,688
11041,Customer 1040,9306785808V,52,employed,58203,586
11042,Customer 1041,9438817025V,30,employed,98428,599
11043,Customer 1042,9228370927V,46,unemployed,23864,605
11044,Customer 1043,9897662466V,35,employed,153511,669
11045,Customer 1044,9675379544V,33,government,119623,618
11046,Customer 1045,9918394863V,44,government,52572,616
11047,Customer 1046,9841057474V,42,self,126161,698
11048,Customer 1047,9298803134V,19,business,62374,722
11049,Customer 1048,9305665554V,50,employed,39306,588
11050,Customer 1049,9332341238V,49,government,55030,709
11051,Customer 1050,9893070706V,29,employed,152559,703
11052,Customer 1051,9619904272V,39,business,170289,635
11053,Customer 1052,9396889215V,40,employed,110974,754
11054,Customer 1053,9878017216V,38,government,181671,679
11055,Customer 1054,9733064117V,29,employed,145493,577
11056,Customer 1055,9916267011V,28,employed,184652,668
11057,Customer 1056,9663324548V,35,employed,64291,762
11058,Customer 1057,9740799178V,47,employed,118618,659
11059,Customer 1058,9403867539V,40,retired,27666,627
11060,Customer 1059,9207939087V,31,employed,110825,718
11061,Customer 1060,9994027897V,43,contract,80055,656
11062,Customer 1061,9308432166V,18,unemployed,26266,560
11063,Customer 1062,9418092217V,46,government,141367,729
11064,Customer 1063,9344258191V,18,employed,144936,638
11065,Customer 1064,9487493096V,31,employed,148138,644
11066,Customer 1065,9292673892V,24,retired,103099,734
11067,Customer 1066,9424557359V,22,employed,107388,622
11068,Customer 1067,9115191689V,47,employed,82359,777
11069,Customer 1068,9860229059V,30,government,147383,774
11070,Customer 1069,9673523188V,38,retired,43954,621
11071,Customer 1070,9235917419V,35,retired,89639,779
11072,Customer 1071,9394539550V,40,employed,108671,689
11073,Customer 1072,9148872110V,36,business,114754,753
11074,Customer 1073,9158546865V,22,employed,101147,688
11075,Customer 1074,9694164665V,45,employed,148737,669
11076,Customer 1075,9413679331V,30,contract,83690,623
11077,Customer 1076,9848846217V,19,employed,94333,533
11078,Customer 1077,9235591568V,31,employed,186614,736
11079,Customer 1078,9784907325V,50,employed,85753,638
11080,Customer 1079,9908304440V,44,contract,91423,698
11081,Customer 1080,9627076988V,32,retired,73046,790
11082,Customer 1081,9210152642V,32,government,91060,665
11083,Customer 1082,9113169872V,32,retired,69605,652
11084,Customer 1083,9716396766V,56,employed,77796,740
11085,Customer 1084,9405307028V,39,self,141139,632
11086,Customer 1085,9604011128V,39,employed,81494,759
11087,Customer 1086,9614015466V,45,employed,147711,639
11088,Customer 1087,9572949775V,37,self,155292,746
11089,Customer 1088,9465830215V,32,contract,124457,622
11090,Customer 1089,9297958983V,33,employed,130053,700
11091,Customer 1090,9155165334V,34,employed,110748,739
11092,Customer 1091,9371096600V,35,employed,96943,711
11093,Customer 1092,9612957813V,42,employed,178841,744
11094,Customer 1093,9222500131V,36,contract,62020,553
11095,Customer 1094,9982739959V,42,self,48147,636
11096,Customer 1095,9170161976V,34,self,133268,664
11097,Customer 1096,9530256336V,36,retired,44077,644
11098,Customer 1097,9628008852V,18,employed,81997,738
11099,Customer 1098,9179545125V,44,self,27820,629
11100,Customer 1099,9719571745V,38,employed,100684,634
11101,Customer 1100,9775862179V,45,government,137519,756
11102,Customer 1101,9837071174V,18,unemployed,22431,497
11103,Customer 1102,9157562304V,56,retired,79026,630
11104,Customer 1103,9262915636V,34,employed,141076,710
11105,Customer 1104,9260199682V,46,retired,56183,771
11106,Customer 1105,9970957171V,25,employed,112072,690
11107,Customer 1106,9704344408V,41,employed,140406,583
11108,Customer 1107,9426240903V,24,employed,170903,721
11109,Customer 1108,9191462297V,29,employed,125053,644
11110,Customer 1109,9366493008V,54,self,76543,727
11111,Customer 1110,9227186396V,33,government,110214,677
11112,Customer 1111,9699226355V,37,contract,32192,709
11113,Customer 1112,9920814900V,44,self,133313,635
11114,Customer 1113,9546863451V,40,self,128899,619
11115,Customer 1114,9751028618V,37,employed,143095,565
11116,Customer 1115,9740086326V,39,employed,114854,640
11117,Customer 1116,9949051496V,59,government,182208,711
11118,Customer 1117,9764021648V,34,employed,100635,686
11119,Customer 1118,9342329714V,37,retired,79105,727
